roi_index,sub,exp,alpha_M,R_M,D_M,rho_center,D_participation_ratio,D_explained_variance,D_feature
22,04,True,0.9702387652768336,0.962980478398516,0.8234816468776488,0.10928643879137541,25.290287017822266,30,5648
1,06,True,0.9922274484925242,0.9041690479656042,0.7943572549888475,0.19264947991622122,19.1136417388916,29,1596
2,06,True,0.9696105104005804,0.9255988657879423,0.8340081648908335,0.10833237296656559,27.717029571533203,30,2374
3,06,True,0.9722506685884029,0.954538373222398,0.7988538712675236,0.11543103268271998,24.65176773071289,29,967
4,06,True,0.9872767157496832,0.9406047736868224,0.8269973968872536,0.07905090733578331,28.245586395263672,30,1322
5,06,True,0.9622068594124463,0.9415555424977671,0.8112320639625035,0.10597670705694902,27.527820587158203,30,1178
6,06,True,0.9769040713268714,0.9678123452512105,0.8039128539089239,0.07563753629985609,31.804988861083984,31,3602
7,06,True,0.9874829547015591,0.9538619869780653,0.813285839436617,0.07455127113743833,30.864810943603516,31,2782
8,06,True,0.9516766720169663,0.9498898117536478,0.8249152378821594,0.0806764100727282,29.648523330688477,30,2170
9,06,True,0.9637030745995239,0.9627581786789563,0.8182419616708122,0.09835004304584703,25.263208389282227,29,892
10,06,True,0.9370551082034654,0.9748469780500256,0.8174146143287885,0.08755267293829667,27.73818016052246,30,1009
11,06,True,0.998201207941267,0.9602169454630267,0.8068237534283982,0.07818946838378907,30.2344970703125,31,2346
12,06,True,0.9653107172283963,0.9524793336401272,0.8107927992743038,0.09142390803286904,25.241533279418945,30,2394
13,06,True,0.957723197061733,0.9612526879412704,0.8242954912867159,0.07695571497866982,29.577823638916016,31,2120
14,06,True,0.9715018516415138,0.95718642739188,0.8323962662345459,0.0824664366872687,29.1346492767334,31,3381
15,06,True,0.9712881374366327,0.9425294130753314,0.8298395885686547,0.09159798873098272,26.660707473754883,30,1185
16,06,True,0.9910478058404705,0.9433388341830936,0.8231947350238411,0.10652762965152138,21.9252872467041,30,2484
17,06,True,0.9742381884090072,0.9993497962966096,0.8116744613089601,0.09558609410336143,27.123531341552734,30,4129
18,06,True,0.9757597252295301,0.9524633089835801,0.8174663623248813,0.08077085394608347,30.874317169189453,31,2891
19,06,True,0.9906039523176667,0.9631933418917071,0.7980527956393312,0.07993594721743935,30.18293571472168,31,3780
20,06,True,0.9863426561519717,0.968594826710125,0.822074489242987,0.071366370351691,32.51207733154297,31,1935
21,06,True,0.9595028515726913,0.9614181272059754,0.8293753977858657,0.07776798449064556,30.81301498413086,31,2434
22,06,True,1.032744694831029,0.9524430620593,0.7958936047162772,0.07738848234477796,30.2174129486084,31,5633
1,07,True,0.9728506690237833,0.8925898293147927,0.807581631946614,0.14197227076480262,17.434345245361328,28,1537
2,07,True,1.0599897173890358,0.9114140982285621,0.7998296285485083,0.13255428514982526,19.365795135498047,29,2296
3,07,True,1.0713043191969638,0.9343336500934027,0.7946563015921199,0.17554453799599096,14.170939445495605,27,934
4,07,True,1.011083805767251,0.9010073045200896,0.810736879505785,0.11953502454255757,17.838193893432617,28,1295
5,07,True,1.0344814683020542,0.934107551595606,0.8122247011470309,0.14441526312577097,14.873344421386719,27,1179
6,07,True,0.9869839556607888,0.9432531682237016,0.8036166528482702,0.08495925100226151,28.64040756225586,30,3572
7,07,True,1.016974085724749,0.9323876164160844,0.8114912776758503,0.07896744577508223,30.339725494384766,31,2772
8,07,True,0.9568992420267394,0.9198380022593833,0.8122583104446228,0.09258243159243935,28.126861572265625,30,2138
9,07,True,0.9310413263422511,0.9770912098946013,0.8341025313239487,0.11352704700670745,23.724199295043945,28,871
10,07,True,0.9605817111271014,0.957390922695448,0.8150215479403027,0.10294841967130962,23.80230712890625,29,996
11,07,True,1.0247741838434246,0.9303375179276017,0.7927001886605922,0.09634469684801604,25.102827072143555,29,2325
12,07,True,0.9826198021043497,0.9260090032938255,0.8355653567195584,0.09743355198910361,27.050064086914062,30,2420
13,07,True,0.9686043991612248,0.9353129588665918,0.8186272746226086,0.07701391922800165,30.88862419128418,31,2140
14,07,True,1.0429059989409106,0.92427019975423,0.7806331222886389,0.09931676764237253,26.62078285217285,30,3618
15,07,True,1.0275000916174404,0.9694841440240172,0.8116391206622889,0.12483251471268503,19.378698348999023,28,1161
16,07,True,0.9768009655768257,0.9316466374702305,0.8103217391080099,0.12582901402523644,21.49802589416504,29,2490
17,07,True,0.9688144304655745,0.9735724846196974,0.8408907154988846,0.12555568092747738,19.725343704223633,29,3967
18,07,True,0.9785988318296713,0.8954905988545832,0.8022151403718656,0.10443565970972965,27.569976806640625,30,2882
19,07,True,0.9560950318877224,0.9315708054331578,0.8022548984083043,0.10204762910541736,25.584091186523438,30,3771
20,07,True,0.9874513336942655,0.9996017830090678,0.8177853625170037,0.096767857200221,24.61296272277832,29,1962
21,07,True,0.997726190152936,0.9744793208695428,0.8115353372993994,0.09646775095086349,25.685205459594727,30,2492
22,07,True,0.9925301975427164,0.9790008903805221,0.8048755174946411,0.09469447888826069,26.35866355895996,30,5652
1,08,True,0.9927091548641052,0.9358862346874073,0.8177222369084683,0.15717737298262746,19.559062957763672,28,1471
2,08,True,1.0049055254151502,0.8959219457341433,0.8054659087046143,0.14563990141216077,20.024398803710938,30,2251
3,08,True,1.0023695814473415,0.9557833180134103,0.8184074670860786,0.16854760019402754,13.050975799560547,28,884
4,08,True,0.9866460966211413,0.9286261539444245,0.8119841080944139,0.11168615441573293,25.02488899230957,30,1334
5,08,True,0.9605749090531196,0.960528991084457,0.8116583091229428,0.10952395388954564,24.005950927734375,29,1161
6,08,True,0.9744552382927124,0.969403841074531,0.8064873565430017,0.07219009399414063,29.733482360839844,30,3589
7,08,True,0.9748255103050519,0.9578783032140059,0.8113041723309447,0.0850941908986945,28.33222007751465,30,2788
8,08,True,1.0081095677065952,0.9595300051156854,0.8033748561409547,0.09667655543277139,25.42426300048828,30,2170
9,08,True,0.9040070922004061,0.973350550887182,0.8230223339555607,0.14090734782971834,18.77920150756836,28,889
10,08,True,0.9582824179178226,0.982809204628438,0.8022380437289136,0.12675182944849916,20.5234317779541,28,1000
