roi_index,sub,exp,alpha_M,R_M,D_M,rho_center,D_participation_ratio,D_explained_variance,D_feature
1,03,True,0.9907210521516522,0.951366428534034,0.801508920619496,0.13397208765933388,20.39979362487793,27,1208
2,03,True,0.9972009349856271,0.934675095776524,0.8259448077660269,0.12088590923108553,21.026517868041992,27,2028
3,03,True,0.9385920460898873,1.038254946481917,0.8158980606960871,0.1653556221409848,14.185243606567383,24,977
4,03,True,0.937307345778677,1.0548151536340282,0.8155143752468584,0.13733632940995066,16.71908187866211,25,956
5,03,True,0.937613461382981,1.1128801257471264,0.8353121478568806,0.17373964410079154,10.18154525756836,23,1058
6,03,True,0.9974079161457295,1.0035661845242096,0.799830808076218,0.12376359638414886,16.151077270507812,24,3176
7,03,True,0.9704153184262809,1.0077144172062753,0.80268084992666,0.1307893251117907,15.80805492401123,25,2640
8,03,True,0.9805093477948267,0.9624923641234684,0.8119430727490347,0.12205983212119655,19.979778289794922,25,1960
9,03,True,0.9675660470345303,1.0843305739232139,0.7933985328809104,0.16002450240285773,14.646371841430664,24,862
10,03,True,1.0200190305643901,0.9916810364922556,0.8044295518612387,0.13383961727744656,17.868953704833984,26,1005
11,03,True,0.9610718053520304,1.0345461285251274,0.8043018599464377,0.14633062262284127,15.206246376037598,25,2231
12,03,True,0.9733296949852743,0.9948867774132115,0.8149798531949463,0.12389233237818668,18.063758850097656,26,2383
13,03,True,0.9894346576882912,0.9866127238418911,0.8009083565322254,0.1091590680574116,18.347583770751953,27,2346
14,03,True,0.9421474563821165,1.0000519199095679,0.7811837172921365,0.125926369114926,18.83926010131836,26,3081
15,03,True,0.9515826848429688,1.0330268553927882,0.8323648314138634,0.1689917714972245,13.068629264831543,24,1109
16,03,True,0.945729098325263,1.0911547155651626,0.8049625282722321,0.17119096454821134,11.941193580627441,22,2300
17,03,True,0.9742397481056557,1.0268915535111804,0.830428443070601,0.1389240867213199,18.57768440246582,25,3851
18,03,True,0.974339582444064,0.955366512877507,0.8177794229356042,0.11441416489450555,22.0330867767334,28,2887
19,03,True,0.9852643624269188,0.9475835634103925,0.8091057573332527,0.10989002428556743,20.802461624145508,26,3492
20,03,True,0.9501225259404602,1.0105922792690027,0.807751810254645,0.1324175382915296,17.607879638671875,24,1490
21,03,True,1.0020554737043799,0.997612589209971,0.826243841701317,0.12877789547568874,18.82200813293457,25,2014
22,03,True,0.9708636888535339,0.9639081831203569,0.8183753504570094,0.12329472993549548,20.528005599975586,25,5400
1,04,True,0.9724389855475771,0.9267479950399091,0.7925414489606877,0.23295687625282688,12.212849617004395,27,1550
2,04,True,0.9948019299962021,0.9289035231938616,0.8253786772053822,0.1501251220703125,20.366731643676758,29,2476
3,04,True,1.001091180244691,0.9089931443079564,0.8306961123742811,0.1252232601768092,21.522991180419922,29,980
4,04,True,1.0025589785657867,0.9224117076995213,0.8087339746363196,0.096273462395919,26.191225051879883,30,1331
5,04,True,0.9925904918256289,0.9589894862944217,0.815502867345543,0.11190508792274877,23.335641860961914,29,1190
6,04,True,1.0057196497268133,0.956900690140612,0.8143166264625746,0.07723310370194285,28.90204429626465,31,3615
7,04,True,0.9775251716224875,0.9510653343043005,0.819934755042552,0.08322852285284744,29.20450210571289,30,2782
8,04,True,0.9771724279185378,0.9449676857840876,0.8214883435021256,0.09202914990876851,28.211517333984375,30,2164
9,04,True,0.99641171775723,0.9802993193746719,0.7883671431878286,0.09755564237895765,24.825944900512695,28,890
10,04,True,0.9845186374326653,1.022535001812757,0.8160745725091187,0.10770494561446341,22.943300247192383,28,1017
11,04,True,0.9774713856180656,0.9431210964167013,0.7970796417033226,0.0844681790000514,28.327165603637695,30,2379
12,04,True,0.940462151664801,1.0160029784783324,0.8191810774976902,0.12814957468133223,17.39078140258789,29,2407
13,04,True,0.9769181174137668,0.9462021330312773,0.7929169562358279,0.0825478804738898,30.201459884643555,31,2272
14,04,True,1.0551274429524187,0.9447457392860136,0.7872413123094941,0.06896820068359374,32.643226623535156,31,3318
15,04,True,0.9529930164935416,0.9951086622938028,0.8128253666506836,0.1235943643670333,22.279279708862305,28,1187
16,04,True,0.9587164971200831,0.9148384670291592,0.8237001869297831,0.1487103913959704,17.952011108398438,30,2486
17,04,True,0.9761083034374126,0.9616293335413172,0.8270905406644417,0.1498136419998972,19.63810920715332,29,4206
18,04,True,0.9901041309565918,0.9339890112301349,0.8187005882052214,0.11743308619449014,22.681133270263672,30,2900
19,04,True,0.9616613650480038,0.9641800171666361,0.7974290271246031,0.0924375433670847,26.773969650268555,30,3550
20,04,True,0.9928620845584708,0.977850543160003,0.8222423088896083,0.09280939604106703,26.87425994873047,29,1911
21,04,True,0.9681819306877293,0.9537120173895428,0.8133905103932882,0.09839491593210321,26.834829330444336,30,2428
