term,r_pos,r_neg,r_diff
1 working memory,0.2155680808752775,-0.08793977193348691,0.3035078528087644
2 navigation,-0.001352640035072526,-0.0015916012187957849,0.00023896118372325882
3 memory retrieval,0.038685485602293485,-0.018459424248930458,0.057144909851223946
4 language network,-0.008347290244098252,0.008781110891041707,-0.01712840113513996
5 object recognition,-0.014081050280790744,-0.012662260799880799,-0.0014187894809099457
6 face recognition,-0.06916897302176328,0.028820285864066448,-0.09798925888582972
7 early visual,0.01571250804907859,-0.004318312442557085,0.020030820491635674
