roi_index,sub,exp,alpha_M,R_M,D_M,rho_center,D_participation_ratio,D_explained_variance,D_feature
08_body_spatial.0,exp,True,1.9858547484893583,0.0,0.0,0.10436577521618201,17.209556270297746,16,5000
09_body_spatial.1,exp,True,2.0252708418391063,0.0,0.0,0.10509647427953038,17.254978808183843,16,5000
10_body_spatial.2,exp,True,2.0466114603771715,0.0,0.0,0.10319879669875807,17.328100447944422,16,5000
11_body_spatial.3,exp,True,1.9908971736432792,0.0,0.0,0.09931876247311432,17.617643021130185,16,5000
12_body_spatial.4,exp,True,2.060025236300567,0.0,0.0,0.09947547768775275,17.618392959316985,16,5000
13_body_spatial.5,exp,True,1.9749075001597538,0.0,0.0,0.0974245012321379,17.833861037085132,16,5000
14_body_spatial.6,exp,True,2.004612524514585,0.0,0.0,0.09555289730365357,18.061725567782986,16,5000
15_body_spatial.7,exp,True,1.958409023906562,0.0,0.0,0.09762306606757938,17.997050105079786,16,5000
16_body_spatial.8,exp,True,2.037795349965485,0.0,0.0,0.09553323709691328,18.101304159735964,16,5000
17_body_spatial.9,exp,True,1.9402543347406775,0.0,0.0,0.09221787883681243,18.352867103651615,16,5000
18_body_spatial.10,exp,True,2.0218368319743893,0.0,0.0,0.09480981369082764,18.22458520207565,16,5000
19_body_spatial.11,exp,True,2.044642975850806,0.0,0.0,0.09688361673495537,18.132052411631438,16,5000
20_body_spatial.12,exp,True,1.9699875847322754,0.0,0.0,0.09568216142347861,18.344964896497867,16,5000
21_body_spatial.13,exp,True,2.0327014312365757,0.0,0.0,0.09285795820907781,18.62736685084866,17,5000
22_body_spatial.14,exp,True,1.9131232999089063,0.0,0.0,0.092586227800106,18.7501517550578,17,5000
23_body_spatial.15,exp,True,1.9540385171034356,0.0,0.0,0.0926219460080728,18.838924111660972,17,5000
24_body_spatial.16,exp,True,2.042648387783901,0.0,0.0,0.09246938372724245,19.024003842549867,17,5000
25_body_spatial.17,exp,True,2.0538642264345954,0.0,0.0,0.08999072965569821,19.20884461093151,17,5000
26_body_spatial.18,exp,True,1.9565491702601794,0.0,0.0,0.08785175621218541,19.470463037241196,17,5000
27_body_spatial.19,exp,True,2.0183308753046383,0.0,0.0,0.08807789882339104,19.542115827507846,17,5000
28_body_spatial.20,exp,True,2.083645823277418,0.0,0.0,0.08905752554325568,19.625532262004775,17,5000
29_body_spatial.21,exp,True,1.9162642858105041,0.0,0.0,0.08754564132863556,19.83514272066367,17,5000
30_body_spatial.22,exp,True,1.9158094904465939,0.0,0.0,0.08694043007292158,19.9505343315369,17,5000
31_body_spatial.23,exp,True,1.9733500916228774,0.0,0.0,0.08672445901567279,20.03750136767049,17,5000
32_body_spatial.24,exp,True,1.9774125825406688,0.0,0.0,0.08605707800206207,20.190975723329558,18,5000
33_body_spatial.25,exp,True,1.9670893019338314,0.0,0.0,0.0901365495590584,20.203465102452867,18,5000
34_body_spatial.26,exp,True,1.962035567161765,0.0,0.0,0.09372307662696397,20.03692709946756,18,5000
35_body_spatial.27,exp,True,2.0222896719904346,0.0,0.0,0.09226219480866282,20.15200354306908,18,5000
36_body_spatial.28,exp,True,2.000313664274109,0.0,0.0,0.09341920832518927,20.12492547520201,18,5000
37_body_spatial.29,exp,True,2.016800321962347,0.0,0.0,0.09399233740193817,20.36566476528627,19,5000
38_body_spatial.30,exp,True,1.9776047488647297,0.0,0.0,0.09382318697955568,20.30447796066541,19,5000
39_body_spatial.31,exp,True,2.0171138628492713,0.0,0.0,0.09178130085617978,20.71345436668084,19,5000
40_body_spatial.32,exp,True,2.0125912914867112,0.0,0.0,0.08731304909620985,21.135683591022442,19,5000
41_body_spatial.33,exp,True,1.9716735135415797,0.0,0.0,0.08386375085022203,21.592296834697905,19,5000
42_body_spatial.34,exp,True,2.0301446024810907,0.0,0.0,0.08193953284218558,21.972785992018903,20,5000
43_body_spatial.35,exp,True,2.0492318316640787,0.0,0.0,0.08026638539257973,22.336811991359397,20,5000
44_body_spatial.36,exp,True,2.026637184736474,0.0,0.0,0.07967980052653788,22.518690427833494,21,5000
45_body_spatial.37,exp,True,2.0605723550990165,0.0,0.0,0.07635106266076533,22.44377865068263,21,5000
08_body_spatial.0,nonexp,False,2.0337205501918607,0.0,0.0,0.14081861210015428,11.980813302193008,15,5000
09_body_spatial.1,nonexp,False,2.1042531604996277,0.0,0.0,0.13479492066936322,13.195608779146806,15,5000
10_body_spatial.2,nonexp,False,2.0391595223091166,0.0,0.0,0.12639165044558334,14.14158994985375,15,5000
11_body_spatial.3,nonexp,False,1.9998762811789892,0.0,0.0,0.1313218674981979,13.428013898294981,16,5000
12_body_spatial.4,nonexp,False,1.9606940302472853,0.0,0.0,0.12887479198674218,13.83486999875308,16,5000
13_body_spatial.5,nonexp,False,1.983128150727606,0.0,0.0,0.13025069968804673,13.298528118761693,16,5000
14_body_spatial.6,nonexp,False,2.024194591140029,0.0,0.0,0.14116551173720424,12.83146205758064,16,5000
15_body_spatial.7,nonexp,False,2.0253027690399277,0.0,0.0,0.15324100877376787,11.363135715781668,16,5000
16_body_spatial.8,nonexp,False,1.977286825819045,0.0,0.0,0.15473194476335228,11.40865304482139,16,5000
17_body_spatial.9,nonexp,False,1.9896464025515916,0.0,0.0,0.17494551175452477,9.664624021261451,16,5000
18_body_spatial.10,nonexp,False,2.0084553014639566,0.0,0.0,0.17236727839511803,9.774909938150254,16,5000
19_body_spatial.11,nonexp,False,2.07536091220307,0.0,0.0,0.17499693786717638,10.048416218840508,16,5000
20_body_spatial.12,nonexp,False,2.0142291881720435,0.0,0.0,0.19726692683156455,7.719390196796639,16,5000
21_body_spatial.13,nonexp,False,2.024259631966129,0.0,0.0,0.2000225509821795,7.49099338012923,16,5000
22_body_spatial.14,nonexp,False,1.984775745301577,0.0,0.0,0.20707052366587697,7.075064895208114,16,5000
23_body_spatial.15,nonexp,False,2.0601178571411753,0.0,0.0,0.2230290877458236,6.046717066663177,16,5000
24_body_spatial.16,nonexp,False,2.0367861245584087,0.0,0.0,0.23815446380445088,5.196137466659897,15,5000
25_body_spatial.17,nonexp,False,2.0638442647869204,0.0,0.0,0.2656385644677553,4.3596091765521905,15,5000
26_body_spatial.18,nonexp,False,1.9471525244620473,0.0,0.0,0.30104068049671007,3.7962575008387365,14,5000
27_body_spatial.19,nonexp,False,2.002017294477805,0.0,0.0,0.3185304929919617,3.5233214541875397,14,5000
28_body_spatial.20,nonexp,False,1.9889044037463837,0.0,0.0,0.3455563344551033,3.1600663791086605,14,5000
29_body_spatial.21,nonexp,False,2.049856888177183,0.0,0.0,0.3197284651233409,3.448844586219817,14,5000
30_body_spatial.22,nonexp,False,1.9570925120412412,0.0,0.0,0.30326361253279976,3.721816524523656,14,5000
31_body_spatial.23,nonexp,False,2.0385295650855166,0.0,0.0,0.3304131095615789,3.110126986361957,14,5000
32_body_spatial.24,nonexp,False,2.035281905817572,0.0,0.0,0.32692397128523315,3.145312270939069,14,5000
