key_Instrc.keys,key_Instrc.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_Instrc2.keys,key_Instrc2.rt,key_resp_L.keys,key_resp_L.rt,spacebarpress.keys,spacebarpress.rt,consent_resp.keys,consent_resp.rt,key_resp_2.keys,key_resp_2.rt,checksequence.text,Mousetocontinue.x,Mousetocontinue.y,Mousetocontinue.leftButton,Mousetocontinue.midButton,Mousetocontinue.rightButton,Mousetocontinue.time,Mousetocontinue.clicked_name,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Experiment_try,Checkmate
space,49.758,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,space,50.8208,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,space,52.0695,,,,,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,space,15.8165,,,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,space,28.5718,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,space,40.3838,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.078703704,0.239814811,1.0,0.0,0.0,16.5765,endtext,space,141.4025,0.0,0.0,0.0,2.0,1.0,C1_Images_WinterFriede(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Rb6,-0.030555513,-0.383333347,1.0,0.0,0.0,38.3117,endtext,space,28.3973,0.0,1.0,1.0,28.0,1.0,NC3_Images_MalininAndreev(Nomate)(Reversed).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Qxc8,-0.007407365,-0.395370413,1.0,0.0,0.0,30.2598,endtext,space,41.4105,0.0,2.0,2.0,5.0,1.0,C2_Images_SkujaRozenbergs(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Rc8,-0.003703718,-0.396296325,1.0,0.0,0.0,24.8259,endtext,space,7.8547,0.0,3.0,3.0,3.0,1.0,C2_Images_KekhayovPetrov(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Qd6,0.018518519,-0.401851866,1.0,0.0,0.0,36.5797,endtext,space,29.1538,0.0,4.0,4.0,16.0,1.0,C4_Images_StrekalovskyShaposhlikov.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Rd8,-0.00462963,-0.405555584,1.0,0.0,0.0,31.5491,endtext,space,98.4749,0.0,5.0,5.0,6.0,1.0,C2_Images_Replacement4.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Rg8,0.037037037,-0.377777806,1.0,0.0,0.0,15.018,endtext,space,40.1289,0.0,6.0,6.0,15.0,1.0,C4_Images_IvanchukSavchenko(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Nd7,-0.007407365,-0.406481496,1.0,0.0,0.0,40.2685,endtext,space,59.9215,0.0,7.0,7.0,10.0,1.0,C3_Images_StudybyErcoledelRio(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.063888903,-0.404629672,1.0,0.0,0.0,53.0277,endtext,space,10.7794,0.0,8.0,8.0,34.0,1.0,NC4_Images_BrankaWittwer(Nomate)(Reversed).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.038888931,-0.398148148,1.0,0.0,0.0,49.1248,endtext,space,2.6279,0.0,9.0,9.0,22.0,1.0,NC1_Images_WinterFriede(Nomate)(Reversed).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Ra8,0.037037037,-0.406481496,1.0,0.0,0.0,34.9568,endtext,space,7.949,0.0,10.0,10.0,8.0,1.0,C3_Images_MalininAndreev(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Nb6,0.002777806,-0.406481496,1.0,0.0,0.0,50.9732,endtext,space,5.3691,0.0,11.0,11.0,29.0,1.0,NC3_Images_PodzerovKuntzevic(Nomate)(Reversed).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Qe6,0.003703718,-0.395370413,1.0,0.0,0.0,21.325,endtext,space,2.9227,0.0,12.0,12.0,1.0,1.0,C1_Images_SteinitzNN.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Be7,0.023148148,-0.39907406,1.0,0.0,0.0,47.3513,endtext,space,28.9325,0.0,13.0,13.0,4.0,1.0,C2_Images_KrauseMeinhardt.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Ng5,0.011111153,-0.412037037,1.0,0.0,0.0,51.9098,endtext,space,1.7909,0.0,14.0,14.0,33.0,1.0,NC3_Images_Replacement5(Nomate).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.033333319,-0.39444443,1.0,0.0,0.0,53.6015,endtext,space,1.3546,0.0,15.0,15.0,20.0,1.0,NC1_Images_Frombeautiful(Nomate).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Qh7,-0.010185171,-0.284259302,1.0,0.0,0.0,34.1992,endtext,space,1.6784,0.0,16.0,16.0,11.0,1.0,C3_Images_TylorWinter.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.005555541,-0.415740755,1.0,0.0,0.0,51.6441,endtext,space,1.2438,0.0,17.0,17.0,13.0,1.0,C3_Images_Replacement5.png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.02870369,-0.413888931,1.0,0.0,0.0,45.3581,endtext,space,1.0002,0.0,18.0,18.0,24.0,1.0,NC2_Images_KrauseMeinhardt(Nomate).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.014814801,-0.385185171,1.0,0.0,0.0,28.9638,endtext,space,2.5541,0.0,19.0,19.0,37.0,1.0,NC5_Images_EasyPosition2(Nomate).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,0.012962977,-0.419444473,1.0,0.0,0.0,21.7193,endtext,space,2.1851,0.0,20.0,20.0,31.0,1.0,NC3_Images_TylorWinter(Nomate).png,no
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,Nb6,0.01944443,-0.412037037,1.0,0.0,0.0,28.2434,endtext,space,1.2769,0.0,21.0,21.0,9.0,1.0,C3_Images_PodzerovKuntzevic(Reversed).png,Yes
,,34,1,2024-03-21_17h59.41.537,FamTaskFinal,2022.2.4,Win32,60.24096386,,,,,,,,,,,,-0.002777735,-0.397222236,1.0,0.0,0.0,39.8225,endtext,space,1.0004,0.0,22.0,22.0,23.0,1.0,NC2_Images_KekhayovPetrov(Nomate)(Reversed).png,no
