key_Instrc.keys,key_Instrc.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_Instrc2.keys,key_Instrc2.rt,key_resp_L.keys,key_resp_L.rt,spacebarpress.keys,spacebarpress.rt,consent_resp.keys,consent_resp.rt,key_resp_2.keys,key_resp_2.rt,checksequence.text,Mousetocontinue.x,Mousetocontinue.y,Mousetocontinue.leftButton,Mousetocontinue.midButton,Mousetocontinue.rightButton,Mousetocontinue.time,Mousetocontinue.clicked_name,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Experiment_try,Checkmate
space,11.9263,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,space,19.4042,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,space,41.7559,,,,,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,space,5.1286,,,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,space,37.8912,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,space,14.636,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.700925926,-0.040740741,1.0,0.0,0.0,46.1604,endtext,space,4.1069,0.0,0.0,0.0,30.0,1.0,NC3_Images_StudybyErcoleDelRio(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,54.6363,endtext,space,1.7356,0.0,1.0,1.0,24.0,1.0,NC2_Images_KrauseMeinhardt(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,51.184,endtext,space,3.2541,0.0,2.0,2.0,20.0,1.0,NC1_Images_Frombeautiful(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,55.5723,endtext,space,1.032,0.0,3.0,3.0,32.0,1.0,NC3_Images_Replacement3(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,37.2088,endtext,space,1.1881,0.0,4.0,4.0,39.0,1.0,NC5_Images_EasyPosition6(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,16.9912,endtext,space,1.5451,0.0,5.0,5.0,35.0,1.0,NC4_Images_IvanchukSavchenko(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Qe7,0.132407407,-0.405555556,1.0,0.0,0.0,55.2343,endtext,space,1.5515,0.0,6.0,6.0,4.0,1.0,C2_Images_KrauseMeinhardt.png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,27.5662,endtext,space,1.185,0.0,7.0,7.0,29.0,1.0,NC3_Images_PodzerovKuntzevic(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Ng6,0.132407407,-0.405555556,1.0,0.0,0.0,50.3619,endtext,space,1.3713,0.0,8.0,8.0,12.0,1.0,C3_Images_Replacement3.png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,57.2564,endtext,space,1.0348,0.0,9.0,9.0,33.0,1.0,NC3_Images_Replacement5(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,52.7285,endtext,space,0.6446,0.0,10.0,10.0,11.0,1.0,C3_Images_TylorWinter.png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Rg2,,,,,,,,space,3.6374,0.0,11.0,11.0,3.0,1.0,C2_Images_KekhayovPetrov(Reversed).png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Qd6,0.132407407,-0.405555556,1.0,0.0,0.0,44.4762,endtext,space,1.4719,0.0,12.0,12.0,16.0,1.0,C4_Images_StrekalovskyShaposhlikov.png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,24.8396,endtext,space,1.5737,0.0,13.0,13.0,6.0,1.0,C2_Images_Replacement4.png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Rg8,0.132407407,-0.405555556,1.0,0.0,0.0,40.0176,endtext,space,1.0719,0.0,14.0,14.0,15.0,1.0,C4_Images_IvanchukSavchenko(Reversed).png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,21.3426,endtext,space,0.835,0.0,15.0,15.0,36.0,1.0,NC4_Images_StrekalovskyShaposhlikov(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,23.1487,endtext,space,1.0661,0.0,16.0,16.0,25.0,1.0,NC2_Images_SkujaRozenbergs(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,31.0411,endtext,space,0.473,0.0,17.0,17.0,7.0,1.0,C3_Images_KazicVukovic(Reversed).png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,56.0683,endtext,space,1.1699,0.0,18.0,18.0,28.0,1.0,NC3_Images_MalininAndreev(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Qc8,0.132407407,-0.405555556,1.0,0.0,0.0,33.3559,endtext,space,1.2016,0.0,19.0,19.0,2.0,1.0,C1_Images_WinterFriede(Reversed).png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Qb8,0.132407407,-0.405555556,1.0,0.0,0.0,59.066,endtext,space,1.3346,0.0,20.0,20.0,9.0,1.0,C3_Images_PodzerovKuntzevic(Reversed).png,Yes
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,14.218,endtext,space,1.3852,0.0,21.0,21.0,22.0,1.0,NC1_Images_WinterFriede(Nomate)(Reversed).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,8.9,endtext,space,1.3361,0.0,22.0,22.0,31.0,1.0,NC3_Images_TylorWinter(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,,0.132407407,-0.405555556,1.0,0.0,0.0,15.7076,endtext,space,1.2945,0.0,23.0,23.0,21.0,1.0,NC1_Images_SteinitzNN(Nomate).png,no
,,6,1,2023-07-02_19h40.44.686,FamTaskFinal,2022.2.4,Win32,59.65163445,,,,,,,,,,,Ba6,0.132407407,-0.405555556,1.0,0.0,0.0,16.2076,endtext,space,3.2396,0.0,24.0,24.0,18.0,1.0,C5_Images_EasyPosition5(Reversed).png,Yes
