key_Instrc.keys,key_Instrc.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_Instrc2.keys,key_Instrc2.rt,key_resp_L.keys,key_resp_L.rt,spacebarpress.keys,spacebarpress.rt,consent_resp.keys,consent_resp.rt,key_resp_2.keys,key_resp_2.rt,checksequence.text,Mousetocontinue.x,Mousetocontinue.y,Mousetocontinue.leftButton,Mousetocontinue.midButton,Mousetocontinue.rightButton,Mousetocontinue.time,Mousetocontinue.clicked_name,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Experiment_try,Checkmate
space,28.611,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,space,77.915,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,space,207.287,,,,,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,space,40.775,,,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,space,124.897,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,space,118.472,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,9.151,0.0,0.0,0.0,10.0,1.0,C3_Images_StudybyErcoledelRio(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,5.202,0.0,1.0,1.0,17.0,1.0,C5_Images_EasyPosition2.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,6.327,0.0,2.0,2.0,6.0,1.0,C2_Images_Replacement4.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,Rc7,0.045977011,-0.387356322,1.0,0.0,0.0,30.723,endtext,space,3.439,0.0,3.0,3.0,2.0,1.0,C1_Images_WinterFriede(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,0.056321839,-0.401149425,1.0,0.0,0.0,32.643,endtext,space,2.107,0.0,4.0,4.0,13.0,1.0,C3_Images_Replacement5.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,2.39,0.0,5.0,5.0,30.0,1.0,NC3_Images_StudybyErcoleDelRio(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,5.408,0.0,6.0,6.0,39.0,1.0,NC5_Images_EasyPosition6(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.689,0.0,7.0,7.0,16.0,1.0,C4_Images_StrekalovskyShaposhlikov.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,3.443,0.0,8.0,8.0,14.0,1.0,C4_Images_BrankaWittwer(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,ng6,-0.018390805,-0.422988506,1.0,0.0,0.0,59.348,endtext,space,3.614,0.0,9.0,9.0,12.0,1.0,C3_Images_Replacement3.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.796,0.0,10.0,10.0,0.0,1.0,C1_Images_Frombeautiful.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,qd6,0.008045977,-0.393103448,1.0,0.0,0.0,44.266,endtext,space,2.464,0.0,11.0,11.0,36.0,1.0,NC4_Images_StrekalovskyShaposhlikov(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.568,0.0,12.0,12.0,31.0,1.0,NC3_Images_TylorWinter(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.68,0.0,13.0,13.0,24.0,1.0,NC2_Images_KrauseMeinhardt(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,ba6,0.008045977,-0.405747126,1.0,0.0,0.0,28.463,endtext,space,4.225,0.0,14.0,14.0,18.0,1.0,C5_Images_EasyPosition5(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,rd8,0.011494253,-0.417241379,1.0,0.0,0.0,57.406,endtext,space,2.991,0.0,15.0,15.0,26.0,1.0,NC2_Images_Replacement4(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,nf7,-0.008045977,-0.403448276,1.0,0.0,0.0,27.463,endtext,space,3.534,0.0,16.0,16.0,19.0,1.0,C5_Images_EasyPosition6.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.306,0.0,17.0,17.0,15.0,1.0,C4_Images_IvanchukSavchenko(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,rc7,0.071264368,-0.395402299,1.0,0.0,0.0,46.082,endtext,space,1.832,0.0,18.0,18.0,22.0,1.0,NC1_Images_WinterFriede(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,qf8,,,,,,,,space,1.818,0.0,19.0,19.0,23.0,1.0,NC2_Images_KekhayovPetrov(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.373,0.0,20.0,20.0,3.0,1.0,C2_Images_KekhayovPetrov(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,qe6,0.003448276,-0.388505747,1.0,0.0,0.0,38.869,endtext,space,1.21,0.0,21.0,21.0,1.0,1.0,C1_Images_SteinitzNN.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.591,0.0,22.0,22.0,37.0,1.0,NC5_Images_EasyPosition2(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.251,0.0,23.0,23.0,34.0,1.0,NC4_Images_BrankaWittwer(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.518,0.0,24.0,24.0,25.0,1.0,NC2_Images_SkujaRozenbergs(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.491,0.0,25.0,25.0,4.0,1.0,C2_Images_KrauseMeinhardt.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.206,0.0,26.0,26.0,5.0,1.0,C2_Images_SkujaRozenbergs(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.608,0.0,27.0,27.0,32.0,1.0,NC3_Images_Replacement3(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,nb6,0.02183908,-0.412643678,1.0,0.0,0.0,52.225,endtext,space,2.728,0.0,28.0,28.0,9.0,1.0,C3_Images_PodzerovKuntzevic(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.173,0.0,29.0,29.0,7.0,1.0,C3_Images_KazicVukovic(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.458,0.0,30.0,30.0,35.0,1.0,NC4_Images_IvanchukSavchenko(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,2.448,0.0,31.0,31.0,20.0,1.0,NC1_Images_Frombeautiful(Nomate).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.255,0.0,32.0,32.0,27.0,1.0,NC3_Images_KazicVukovic(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.24,0.0,33.0,33.0,8.0,1.0,C3_Images_MalininAndreev(Reversed).png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,1.239,0.0,34.0,34.0,11.0,1.0,C3_Images_TylorWinter.png,Yes
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,,,,,,,,space,0.516,0.0,35.0,35.0,28.0,1.0,NC3_Images_MalininAndreev(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,ra1,-0.018390805,-0.391954023,1.0,0.0,0.0,49.089,endtext,space,2.48,0.0,36.0,36.0,38.0,1.0,NC5_Images_EasyPosition5(Nomate)(Reversed).png,no
,,40,1,2024-04-25_20h39.55.133,FamTaskFinal,2022.2.4,MacIntel,8.695652174,,,,,,,,,,,,-0.354022989,0.088505747,1.0,0.0,0.0,37.762,,space,0.947,0.0,37.0,37.0,21.0,1.0,NC1_Images_SteinitzNN(Nomate).png,no
