key_Instrc.keys,key_Instrc.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_Instrc2.keys,key_Instrc2.rt,key_resp_L.keys,key_resp_L.rt,spacebarpress.keys,spacebarpress.rt,consent_resp.keys,consent_resp.rt,key_resp_2.keys,key_resp_2.rt,checksequence.text,Mousetocontinue.x,Mousetocontinue.y,Mousetocontinue.leftButton,Mousetocontinue.midButton,Mousetocontinue.rightButton,Mousetocontinue.time,Mousetocontinue.clicked_name,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Experiment_try,Checkmate
space,47.658,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,space,28.7158,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,space,2.0483,,,,,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,space,2.7736,,,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,space,37.5758,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,space,62.0443,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,    ,0.015740783,-0.406481496,1.0,0.0,0.0,26.9661,endtext,space,9.604,0.0,0.0,0.0,0.0,1.0,C1_Images_Frombeautiful.png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,, ,-0.024999972,-0.412037037,1.0,0.0,0.0,17.3418,endtext,space,2.4155,0.0,1.0,1.0,25.0,1.0,NC2_Images_SkujaRozenbergs(Nomate)(Reversed).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,, ,0.008333347,-0.400925954,1.0,0.0,0.0,17.0459,endtext,space,3.2914,0.0,2.0,2.0,21.0,1.0,NC1_Images_SteinitzNN(Nomate).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,0.008333347,-0.400925954,1.0,0.0,0.0,29.6406,endtext,space,1.5434,0.0,3.0,3.0,17.0,1.0,C5_Images_EasyPosition2.png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,0.008333347,-0.400925954,1.0,0.0,0.0,41.9741,endtext,space,2.3327,0.0,4.0,4.0,6.0,1.0,C2_Images_Replacement4.png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,, ,0.008333347,-0.400925954,1.0,0.0,0.0,35.5293,endtext,space,2.8858,0.0,5.0,5.0,2.0,1.0,C1_Images_WinterFriede(Reversed).png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,-0.001851824,-0.401851866,1.0,0.0,0.0,49.4391,endtext,space,1.2343,0.0,6.0,6.0,24.0,1.0,NC2_Images_KrauseMeinhardt(Nomate).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,0.012037065,-0.39907406,1.0,0.0,0.0,47.5262,endtext,space,0.803,0.0,7.0,7.0,9.0,1.0,C3_Images_PodzerovKuntzevic(Reversed).png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,-0.007407365,-0.400925954,1.0,0.0,0.0,36.5724,endtext,space,0.6988,0.0,8.0,8.0,35.0,1.0,NC4_Images_IvanchukSavchenko(Nomate)(Reversed).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,0.010185171,-0.407407407,1.0,0.0,0.0,56.3018,endtext,space,1.8526,0.0,9.0,9.0,12.0,1.0,C3_Images_Replacement3.png,Yes
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,0.006481524,-0.402777778,1.0,0.0,0.0,40.9093,endtext,space,1.043,0.0,10.0,10.0,37.0,1.0,NC5_Images_EasyPosition2(Nomate).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,-0.005555541,-0.414814843,1.0,0.0,0.0,57.9402,endtext,space,0.746,0.0,11.0,11.0,33.0,1.0,NC3_Images_Replacement5(Nomate).png,no
,,27,1,2024-02-20_10h57.55.228,FamTaskFinal,2022.2.4,Win32,59.88023952,,,,,,,,,,,,-0.046296296,-0.398148148,1.0,0.0,0.0,57.1067,endtext,space,1.2199,0.0,12.0,12.0,28.0,1.0,NC3_Images_MalininAndreev(Nomate)(Reversed).png,no
